ProblemID,ProblemName,Difficulty,Prompt,Model,InputMode,EvalMethod,Compiled,PublicPassed,HiddenPassed,GenTime_s,ErrorMsg,GeneratedCode
E49,make-three-strings-equal,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.49,want='2' got='5',"def find_common_prefix(s1, s2, s3):
    prefix = """"
    for c1, c2, c3 in zip(s1, s2, s3):
        if c1 == c2 == c3:
            prefix += c1
        else:
            break
    return prefix

s1 = input()
s2 = input()
s3 = input()

common_prefix = find_common_prefix(s1, s2, s3)

if not common_prefix:
    print(-1)
else:
    operations = len(s1) - len(common_prefix) + len(s2) - len(common_prefix) + len(s3) - len(common_prefix)
    print(operations)"
E49,make-three-strings-equal,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.79,want='2' got='5',"def find_common_prefix(s1, s2, s3):
    i = 0
    while i < len(s1) and i < len(s2) and i < len(s3) and s1[i] == s2[i] == s3[i]:
        i += 1
    return s1[:i]

def min_operations(s1, s2, s3):
    common_prefix = find_common_prefix(s1, s2, s3)
    if not common_prefix:
        return -1
    return (len(s1) - len(common_prefix)) + (len(s2) - len(common_prefix)) + (len(s3) - len(common_prefix))

s1 = input()
s2 = input()
s3 = input()
print(min_operations(s1, s2, s3))"
E49,make-three-strings-equal,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,1.8,want='2' got='5',"def find_common_prefix(s1, s2, s3):
    prefix = """"
    for c1, c2, c3 in zip(s1, s2, s3):
        if c1 == c2 == c3:
            prefix += c1
        else:
            break
    return prefix

s1 = input()
s2 = input()
s3 = input()

min_len = min(len(s1), len(s2), len(s3))
for i in range(min_len, 0, -1):
    prefix = s1[:i]
    if prefix == s2[:i] == s3[:i]:
        print(len(s1) + len(s2) + len(s3) - 3 * i)
        break
else:
    print(-1)"
E50,count-tested-devices-after-test-operations,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,6.8,,
E50,count-tested-devices-after-test-operations,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,9.58,want='3' got='',"import sys

batteryPercentages = list(map(int, input().split()))
tested_devices = 0

for i in range(len(batteryPercentages)):
    if batteryPercentages[i] > 0:
        tested_devices += 1
        for j in range(i + 1, len(batteryPercentages)):
            batteryPercentages[j] = max(0, batteryPercentages[j] - 1)

print(tested_devices)"
E50,count-tested-devices-after-test-operations,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,49.29,want='3' got='',"import sys

def main():
    batteryPercentages = list(map(int, input().split()))
    n = len(batteryPercentages)
    tested_devices = 0

    for i in range(n):
        if batteryPercentages[i] > 0:
            tested_devices += 1
            for j in range(i + 1, n):
                batteryPercentages[j] = max(0, batteryPercentages[j] - 1)

    print(tested_devices)

if __name__ == ""__main__"":
    main()"
E51,find-the-peaks,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.35,want='[]' got='',"import sys

def find_peaks(mountain):
    peaks = []
    for i in range(1, len(mountain) - 1):
        if mountain[i] > mountain[i - 1] and mountain[i] > mountain[i + 1]:
            peaks.append(i)
    return peaks

mountain = list(map(int, input().split()))
peaks = find_peaks(mountain)
print(peaks)"
E51,find-the-peaks,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.01,want='[]' got='',"import sys

def find_peaks(mountain):
    peaks = []
    for i in range(1, len(mountain) - 1):
        if mountain[i] > mountain[i - 1] and mountain[i] > mountain[i + 1]:
            peaks.append(i)
    return peaks

mountain = list(map(int, input().split()))
print(find_peaks(mountain))"
E51,find-the-peaks,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.07,want='[]' got='',"import sys

def find_peaks(mountain):
    peaks = []
    for i in range(1, len(mountain) - 1):
        if mountain[i] > mountain[i - 1] and mountain[i] > mountain[i + 1]:
            peaks.append(i)
    return peaks

mountain = list(map(int, input().split()))
print(find_peaks(mountain))"
E52,minimum-number-game,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,1.87,"want='[3, 2, 5, 4]' got=''","import sys

nums = list(map(int, input().split()))
arr = []

while nums:
    alice = min(nums)
    nums.remove(alice)
    bob = min(nums)
    nums.remove(bob)
    arr.append(bob)
    arr.append(alice)

print(*arr)"
E52,minimum-number-game,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.14,"want='[3, 2, 5, 4]' got=''","import sys

nums = list(map(int, input().split()))
arr = []

while nums:
    alice = min(nums)
    nums.remove(alice)
    bob = min(nums)
    nums.remove(bob)
    arr.append(bob)
    arr.append(alice)

print(*arr)"
E52,minimum-number-game,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.19,"want='[3, 2, 5, 4]' got=''","import sys

nums = list(map(int, input().split()))
arr = []

while nums:
    alice_removed = min(nums)
    nums.remove(alice_removed)
    bob_removed = min(nums)
    nums.remove(bob_removed)
    arr.append(bob_removed)
    arr.append(alice_removed)

print(*arr)"
E53,find-missing-and-repeated-values,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.25,"want='[2, 4]' got=''","import sys

def main():
    lines = sys.stdin.readlines()
    grid = []
    for line in lines:
        grid.append(list(map(int, line.strip()[1:-1].split(', '))))

    n = len(grid)
    count = {}
    for row in grid:
        for num in row:
            if num in count:
                count[num] += 1
            else:
                count[num] = 1

    repeated = None
    missing = None
    for i in range(1, n * n + 1):
        if i not in count:
            missing = i
        elif count[i] == 2:
            repeated = i

    print([repeated, missing])

if __name__ == ""__main__"":
    main()"
E53,find-missing-and-repeated-values,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,9.23,"want='[2, 4]' got=''","import sys

def main():
    grid = []
    for line in sys.stdin:
        grid.append(list(map(int, line.strip().split())))

    n = len(grid)
    count = {}
    for row in grid:
        for num in row:
            if num in count:
                count[num] += 1
            else:
                count[num] = 1

    repeated = None
    missing = None
    for i in range(1, n * n + 1):
        if i not in count:
            missing = i
        elif count[i] == 2:
            repeated = i

    print([repeated, missing])

if __name__ == ""__main__"":
    main()"
E53,find-missing-and-repeated-values,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,18.9,"want='[2, 4]' got=''","import sys

def main():
    lines = sys.stdin.read().splitlines()
    grid = [list(map(int, line.strip('[]').split(', '))) for line in lines]

    n = len(grid)
    count = {}
    for row in grid:
        for num in row:
            if num in count:
                count[num] += 1
            else:
                count[num] = 1

    repeated = None
    missing = None
    for i in range(1, n * n + 1):
        if i in count and count[i] == 2:
            repeated = i
        elif i not in count:
            missing = i

    print([repeated, missing])

if __name__ == ""__main__"":
    main()"
E54,smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,8.0,want='6' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    max_length = 0
    max_sum = 0
    current_length = 1
    current_sum = nums[0]

    for i in range(1, len(nums)):
        if nums[i] == nums[i - 1] + 1:
            current_length += 1
            current_sum += nums[i]
        else:
            if current_length > max_length:
                max_length = current_length
                max_sum = current_sum
            current_length = 1
            current_sum = nums[i]

    if current_length > max_length:
        max_length = current_length
        max_sum = current_sum

    missing_integer = max_sum
    while missing_integer in nums:
        missing_integer += 1

    print(missing_integer)

if __name__ == ""__main__"":
    main()"
E54,smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,6.24,want='6' got='',"import sys

def find_longest_sequential_prefix(nums):
    max_length = 1
    max_prefix_sum = nums[0]
    current_length = 1
    current_prefix_sum = nums[0]
    
    for i in range(1, len(nums)):
        if nums[i] == nums[i - 1] + 1:
            current_length += 1
            current_prefix_sum += nums[i]
        else:
            if current_length > max_length:
                max_length = current_length
                max_prefix_sum = current_prefix_sum
            current_length = 1
            current_prefix_sum = nums[i]
    
    if current_length > max_length:
        max_length = current_length
        max_prefix_sum = current_prefix_sum
    
    return max_prefix_sum

def find_smallest_missing_integer(nums, target):
    num_set = set(nums)
    while target in num_set:
        target += 1
    return target

nums = list(map(int, input().split()))
max_prefix_sum = find_longest_sequential_prefix(nums)
smallest_missing_integer = find_smallest_missing_integer(nums, max_prefix_sum)
print(smallest_missing_integer)"
E54,smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,9.8,want='6' got='',"import sys

def find_longest_sequential_prefix(nums):
    max_length = 1
    max_prefix_sum = nums[0]
    current_length = 1
    current_prefix_sum = nums[0]

    for i in range(1, len(nums)):
        if nums[i] == nums[i - 1] + 1:
            current_length += 1
            current_prefix_sum += nums[i]
        else:
            if current_length > max_length:
                max_length = current_length
                max_prefix_sum = current_prefix_sum
            current_length = 1
            current_prefix_sum = nums[i]

    if current_length > max_length:
        max_length = current_length
        max_prefix_sum = current_prefix_sum

    return max_prefix_sum

def find_smallest_missing_integer(nums, target):
    num_set = set(nums)
    while target not in num_set:
        if target not in num_set:
            return target
        target += 1

nums = list(map(int, input().split(',')))
max_prefix_sum = find_longest_sequential_prefix(nums)
smallest_missing_integer = find_smallest_missing_integer(nums, max_prefix_sum)
print(smallest_missing_integer)"
E55,count-elements-with-maximum-frequency,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.74,want='4' got='',"import sys

nums = list(map(int, input().split()))

freq = {}
for num in nums:
    if num in freq:
        freq[num] += 1
    else:
        freq[num] = 1

max_freq = max(freq.values())

count = 0
for num in freq:
    if freq[num] == max_freq:
        count += freq[num]

print(count)"
E55,count-elements-with-maximum-frequency,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,1.63,want='4' got='',"from collections import Counter

nums = list(map(int, input().split()))

freq = Counter(nums)
max_freq = max(freq.values())
count = sum(freq[x] for x in freq if freq[x] == max_freq)

print(count)"
E55,count-elements-with-maximum-frequency,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.73,want='4' got='',"from collections import Counter

nums = list(map(int, input().split()))

# Count the frequency of each element
freq = Counter(nums)

# Find the maximum frequency
max_freq = max(freq.values())

# Count the total frequencies of elements with maximum frequency
total_freq = sum(freq[x] for x in freq if freq[x] == max_freq)

print(total_freq)"
E56,check-if-bitwise-or-has-trailing-zeros,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,7.98,,
E56,check-if-bitwise-or-has-trailing-zeros,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,18.31,,
E56,check-if-bitwise-or-has-trailing-zeros,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.71,,
E57,maximum-area-of-longest-diagonal-rectangle,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.87,want='48' got='',"import sys
import math

def main():
    dimensions = []
    for line in sys.stdin:
        dimensions = [list(map(int, x.split(','))) for x in line.strip()[2:-2].split('],[')]
        break

    max_diagonal = 0
    max_area = 0
    for length, width in dimensions:
        diagonal = math.sqrt(length * length + width * width)
        if diagonal > max_diagonal:
            max_diagonal = diagonal
            max_area = length * width
        elif diagonal == max_diagonal:
            max_area = max(max_area, length * width)

    print(max_area)

if __name__ == ""__main__"":
    main()"
E57,maximum-area-of-longest-diagonal-rectangle,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,7.43,want='48' got='',"import math
import sys

def main():
    dimensions = []
    for line in sys.stdin:
        dimensions = [list(map(int, x.split(','))) for x in line.strip()[2:-2].split('],[')]
        break

    max_diagonal = 0
    max_area = 0
    for length, width in dimensions:
        diagonal = math.sqrt(length * length + width * width)
        if diagonal > max_diagonal:
            max_diagonal = diagonal
            max_area = length * width
        elif diagonal == max_diagonal:
            max_area = max(max_area, length * width)

    print(max_area)

if __name__ == ""__main__"":
    main()"
E57,maximum-area-of-longest-diagonal-rectangle,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,9.29,want='48' got='',"import math
import sys

# Read input from stdin
input_str = sys.stdin.read()
# Parse input into a 2D list of integers
dimensions = [list(map(int, line.split())) for line in input_str.strip().splitlines()]

# Initialize variables to store the maximum diagonal length and the corresponding area
max_diagonal_length = 0
max_area = 0

# Iterate over each rectangle in the input
for length, width in dimensions:
    # Calculate the diagonal length of the current rectangle
    diagonal_length = math.sqrt(length ** 2 + width ** 2)
    
    # If the current rectangle has a longer diagonal than the previous maximum, update the maximum
    if diagonal_length > max_diagonal_length:
        max_diagonal_length = diagonal_length
        max_area = length * width
    # If the current rectangle has the same diagonal length as the previous maximum, update the maximum area if necessary
    elif diagonal_length == max_diagonal_length:
        max_area = max(max_area, length * width)

# Print the maximum area
print(max_area)"
E58,count-the-number-of-incremovable-subarrays-i,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,5.88,,
E58,count-the-number-of-incremovable-subarrays-i,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,5.01,want='10' got='',"def is_increasing(arr):
    return all(arr[i] < arr[i+1] for i in range(len(arr)-1))

def count_incremovable_subarrays(nums):
    count = 0
    for length in range(1, len(nums) + 1):
        for i in range(len(nums) - length + 1):
            subarray = nums[i:i+length]
            new_array = nums[:i] + nums[i+length:]
            if is_increasing(new_array):
                count += 1
    return count

import sys
nums = list(map(int, input().split()))
print(count_incremovable_subarrays(nums))"
E58,count-the-number-of-incremovable-subarrays-i,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,12.02,want='10' got='',"def is_increasing(arr):
    return all(arr[i] < arr[i+1] for i in range(len(arr)-1))

def count_incremovable_subarrays(nums):
    count = 0
    for i in range(len(nums)):
        for j in range(i, len(nums)):
            subarray = nums[i:j+1]
            remaining_array = nums[:i] + nums[j+1:]
            if is_increasing(remaining_array):
                count += 1
    return count

nums = list(map(int, input().split()))
print(count_incremovable_subarrays(nums))"
E59,divide-an-array-into-subarrays-with-minimum-cost-i,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.01,want='6' got='',"import sys

def min_cost(nums):
    n = len(nums)
    min_cost = float('inf')
    for i in range(1, n-1):
        for j in range(i+1, n):
            cost = nums[0] + nums[i] + nums[j]
            min_cost = min(min_cost, cost)
    return min_cost

nums = list(map(int, input().split()))
print(min_cost(nums))"
E59,divide-an-array-into-subarrays-with-minimum-cost-i,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.25,want='6' got='',"import sys

def min_cost(nums):
    n = len(nums)
    min_cost = float('inf')
    for i in range(1, n-1):
        for j in range(i+1, n):
            cost = nums[0] + nums[i] + nums[j]
            min_cost = min(min_cost, cost)
    return min_cost

nums = list(map(int, input().split()))
print(min_cost(nums))"
E59,divide-an-array-into-subarrays-with-minimum-cost-i,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.94,want='6' got='',"import sys

def min_cost(nums):
    n = len(nums)
    min_cost = float('inf')
    for i in range(1, n-1):
        for j in range(i+1, n):
            cost = nums[0] + nums[i] + nums[j]
            min_cost = min(min_cost, cost)
    return min_cost

nums = list(map(int, input().split()))
print(min_cost(nums))"
E60,count-prefix-and-suffix-pairs-i,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.21,want='4' got='0',"def isPrefixAndSuffix(str1, str2):
    return str2.startswith(str1) and str2.endswith(str1)

words = input().split()
count = 0
for i in range(len(words)):
    for j in range(i + 1, len(words)):
        if isPrefixAndSuffix(words[i], words[j]):
            count += 1
print(count)"
E60,count-prefix-and-suffix-pairs-i,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.32,want='4' got='0',"def is_prefix_and_suffix(str1, str2):
    return str2.startswith(str1) and str2.endswith(str1)

words = input().split()
count = 0
for i in range(len(words)):
    for j in range(i + 1, len(words)):
        if is_prefix_and_suffix(words[i], words[j]):
            count += 1
print(count)"
E60,count-prefix-and-suffix-pairs-i,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,7.61,want='4' got='0',"import sys

def isPrefixAndSuffix(str1, str2):
    return str2.startswith(str1) and str2.endswith(str1)

words = input().split()
count = 0

for i in range(len(words)):
    for j in range(i + 1, len(words)):
        if isPrefixAndSuffix(words[i], words[j]):
            count += 1

print(count)"
E61,ant-on-the-boundary,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.28,want='1' got='',"import sys

nums = list(map(int, input().strip().split()))
position = 0
count = 0

for num in nums:
    position += num
    if position == 0:
        count += 1

print(count)"
E61,ant-on-the-boundary,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.76,want='1' got='',"import sys

def main():
    nums = list(map(int, input().strip().split()))
    position = 0
    count = 0
    for num in nums:
        position += num
        if position == 0:
            count += 1
    print(count)

if __name__ == ""__main__"":
    main()"
E61,ant-on-the-boundary,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.61,want='1' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    position = 0
    count = 0
    for num in nums:
        position += num
        if position == 0:
            count += 1
    print(count)

if __name__ == ""__main__"":
    main()"
E62,number-of-changing-keys,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.09,want='2' got='4',"s = input()
count = 0
for i in range(1, len(s)):
    if s[i].lower() != s[i-1].lower():
        count += 1
print(count)"
E62,number-of-changing-keys,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.54,want='2' got='4',"s = input()
count = 0
for i in range(1, len(s)):
    if s[i].lower() != s[i-1].lower():
        count += 1
print(count)"
E62,number-of-changing-keys,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,9.83,want='2' got='4',"s = input()
count = 0
for i in range(1, len(s)):
    if s[i].lower() != s[i-1].lower():
        count += 1
print(count)"
E63,maximum-number-of-operations-with-the-same-score-i,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,2.49,,
E63,maximum-number-of-operations-with-the-same-score-i,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,5.02,,
E63,maximum-number-of-operations-with-the-same-score-i,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,8.35,want='2' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    max_operations = 0

    for i in range(len(nums) - 1):
        score = nums[i] + nums[i + 1]
        operations = 1
        j = i + 2

        while j < len(nums) - 1:
            if nums[j] + nums[j + 1] == score:
                operations += 1
                j += 2
            else:
                break

        max_operations = max(max_operations, operations)

    print(max_operations)

if __name__ == ""__main__"":
    main()"
E64,split-the-array,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,14.73,,
E64,split-the-array,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,1.4,,
E64,split-the-array,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,8.5,want='true' got='False',"import sys

def can_split(nums):
    count = {}
    for num in nums:
        if num in count:
            count[num] += 1
        else:
            count[num] = 1

    nums1_count = 0
    nums2_count = 0
    for key, value in count.items():
        if value == 1:
            nums1_count += 1
        elif value == 2:
            nums1_count += 1
            nums2_count += 1
        else:
            if nums1_count < len(nums) // 2:
                nums1_count += 1
                value -= 1
            if nums2_count < len(nums) // 2 and value > 1:
                nums2_count += 1
                value -= 1
            if nums1_count < len(nums) // 2 and value > 0:
                nums1_count += 1
            if nums2_count < len(nums) // 2 and value > 0:
                nums2_count += 1

    return nums1_count == len(nums) // 2 and nums2_count == len(nums) // 2

nums = list(map(int, input().strip('[]').split(', ')))
print(can_split(nums))"
E65,minimum-operations-to-exceed-threshold-value-i,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.51,want='3' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    k = int(input())
    nums.sort()
    count = 0
    for num in nums:
        if num < k:
            count += 1
        else:
            break
    print(count)

if __name__ == ""__main__"":
    main()"
E65,minimum-operations-to-exceed-threshold-value-i,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.22,want='3' got='',"import sys

nums = list(map(int, input().split()))
k = int(input())

nums.sort()

count = 0
for num in nums:
    if num < k:
        count += 1
    else:
        break

print(count)"
E65,minimum-operations-to-exceed-threshold-value-i,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.9,want='3' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    k = int(input())

    nums.sort()
    operations = 0

    for num in nums:
        if num < k:
            operations += 1
        else:
            break

    print(operations)

if __name__ == ""__main__"":
    main()"
E66,distribute-elements-into-two-arrays-i,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,10.7,"want='[2, 3, 1]' got=''","import sys

def main():
    nums = list(map(int, input().split()))
    arr1 = [nums[0]]
    arr2 = [nums[1]]

    for i in range(2, len(nums)):
        if arr1[-1] > arr2[-1]:
            arr1.append(nums[i])
        else:
            arr2.append(nums[i])

    result = arr1 + arr2
    print(*result)

if __name__ == ""__main__"":
    main()"
E66,distribute-elements-into-two-arrays-i,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.55,"want='[2, 3, 1]' got=''","import sys

def main():
    nums = list(map(int, input().split()))
    arr1 = [nums[0]]
    arr2 = [nums[1]]

    for i in range(2, len(nums)):
        if arr1[-1] > arr2[-1]:
            arr1.append(nums[i])
        else:
            arr2.append(nums[i])

    print(*arr1 + arr2)

if __name__ == ""__main__"":
    main()"
E66,distribute-elements-into-two-arrays-i,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,1.7,"want='[2, 3, 1]' got=''","import sys

def main():
    nums = list(map(int, input().split()))
    arr1 = [nums[0]]
    arr2 = [nums[1]]

    for i in range(2, len(nums)):
        if arr1[-1] > arr2[-1]:
            arr1.append(nums[i])
        else:
            arr2.append(nums[i])

    result = arr1 + arr2
    print(*result)

if __name__ == ""__main__"":
    main()"
E67,Overall Winner,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,2.23,,
E67,Overall Winner,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,3.53,want='T' got='A',"import sys

n = int(input())
s = input()

takahashi_wins = 0
aoki_wins = 0

for i in range(n):
    if s[i] == 'T':
        takahashi_wins += 1
    else:
        aoki_wins += 1

    if takahashi_wins > aoki_wins:
        print('T')
        break
    elif aoki_wins > takahashi_wins:
        print('A')
        break
else:
    if takahashi_wins > aoki_wins:
        print('T')
    else:
        print('A')"
E67,Overall Winner,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,5.88,want='T' got='A',"n = int(input())
s = input()

takahashi_wins = 0
aoki_wins = 0

for i in range(n):
    if s[i] == 'T':
        takahashi_wins += 1
    else:
        aoki_wins += 1

    if takahashi_wins > aoki_wins:
        print('T')
        break
    elif aoki_wins > takahashi_wins:
        print('A')
        break
else:
    if takahashi_wins > aoki_wins:
        print('T')
    elif aoki_wins > takahashi_wins:
        print('A')
    else:
        for i in range(n):
            if s[i] == 'T':
                print('T')
                break
            elif s[i] == 'A':
                print('A')
                break"
E68,Fill the Gaps,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,10.25,,
E68,Fill the Gaps,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.57,Timeout,"import sys

def fill_gaps(sequence):
    i = 0
    while i < len(sequence) - 1:
        if abs(sequence[i] - sequence[i + 1]) != 1:
            if sequence[i] < sequence[i + 1]:
                sequence = sequence[:i + 1] + list(range(sequence[i] + 1, sequence[i + 1])) + sequence[i + 1:]
            else:
                sequence = sequence[:i + 1] + list(range(sequence[i] - 1, sequence[i + 1] - 1, -1)) + sequence[i + 1:]
            i = 0
        else:
            i += 1
    return sequence

N = int(input())
A = list(map(int, input().split()))

result = fill_gaps(A)
print(*result)"
E68,Fill the Gaps,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,2.55,,
E69,Attack,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,1.47,,
E69,Attack,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,1.75,,
E69,Attack,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,1.1,,
E70,Similar String,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,95.3,,
E70,Similar String,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,6.3,,
E70,Similar String,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,1.51,,
E71,Discord,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,5.62,,
E71,Discord,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,21.77,,
E71,Discord,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,5.35,,
E72,First Player,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.27,"want='carol
dave
ellen
alice
bob' got='carol
alice
bob
ellen
dave'","import sys

N = int(input())
people = []
for _ in range(N):
    name, age = input().split()
    people.append((name, int(age)))

people.sort(key=lambda x: x[1])
for name, _ in people:
    print(name)"
E72,First Player,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.67,"want='carol
dave
ellen
alice
bob' got='carol
alice
bob
ellen
dave'","import sys

N = int(input())
people = []
for _ in range(N):
    name, age = input().split()
    people.append((name, int(age)))

people.sort(key=lambda x: x[1])
for i in range(N):
    print(people[i][0])"
E72,First Player,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.04,"want='carol
dave
ellen
alice
bob' got='carol
alice
bob
ellen
dave'","import sys

N = int(input())
people = []
for _ in range(N):
    name, age = input().split()
    people.append((name, int(age)))

people.sort(key=lambda x: x[1])
for i in range(N):
    print(people[i][0])"
E73,Subscribers,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.61,,
E73,Subscribers,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.45,,
E73,Subscribers,Easy,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.29,,
E74,Water Station,Easy,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.04,,
E74,Water Station,Easy,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.79,,
